hostname,planet_count,min_period,max_period,min_distance,max_distance,discovery_year,system_distance,ra,dec
Kepler-287,2,20.342199,44.851896,0.145,0.246,2014,835.86,290.9274282,48.4434588
Kepler-29,2,10.33974,13.28613,0.08482,0.10027,2011,832.532,298.348382,47.4913021
Kepler-291,2,3.546511,5.700786,0.047,0.065,2014,1786.48,287.9163029,42.4372666
Kepler-293,2,19.254196,54.155743,0.144,0.286,2014,974.633,286.3580611,42.4064917
Kepler-294,2,3.701212,6.6264,0.048,0.071,2014,1357.01,287.3920392,46.0592578
Kepler-300,2,10.446347,40.714955,0.094,0.232,2014,1098.45,295.2886934,48.5997243
Kepler-302,2,30.184104,127.282184,0.193,0.503,2014,1402.58,294.3169307,43.6292436
Kepler-303,2,1.937055,7.061149,0.024,0.057,2014,209.738,283.1354742,43.6567036
Kepler-307,2,10.4208,13.0729,0.09359,0.10896,2013,575.581,297.7950939,40.4176403
Kepler-308,2,9.694928,15.38231,0.09,0.123,2014,1335.92,295.7852423,40.4395753
Kepler-309,2,5.923653,105.356383,0.059,0.401,2014,544.568,297.5098911,46.9614121
Kepler-312,2,1.772419,19.747412,0.031,0.153,2014,797.72,298.3957687,42.4597712
Kepler-313,2,14.970418,32.273273,0.125,0.208,2014,1079.39524871,298.2948708,48.7754
Kepler-314,2,2.461069,5.960392,0.035,0.064,2014,268.881,294.6741507,42.0756037
Kepler-315,2,96.101141,265.469335,0.402,0.791,2014,1160.63,298.0230967,43.3634761
Kepler-316,2,2.240508,6.827766,0.027,0.058,2014,384.938,290.825835,44.1838993
Kepler-317,2,5.524242,8.77501,0.061,0.083,2014,940.584,294.9438822,39.0320499
Kepler-318,2,4.662715,11.815007,0.056,0.105,2014,489.141,298.4828337,46.7936357
Kepler-320,2,8.371554,17.934937,0.085,0.142,2014,826.613,293.2135155,46.1751457
Kepler-321,2,4.915379,13.093921,0.057,0.11,2014,384.542,294.4536991,44.1457626
Kepler-322,2,1.653888,4.337234,0.027,0.051,2014,400.48,281.3487514,44.2952525
Kepler-323,2,1.678328,3.5538229,0.02778,0.0458,2014,454.883,291.3822988,38.1274595
Kepler-328,2,34.921,71.312,0.2199,0.354,2013,2213.19,295.8092756,40.0084866
Kepler-329,2,7.416397,18.684737,0.061,0.113,2014,439.719,299.2681646,45.2272852
Kepler-330,2,8.25978,15.955387,0.075,0.116,2014,717.527,288.4474035,44.8017616
Kepler-333,2,12.551158,24.08821,0.087,0.135,2014,324.413,292.2861201,40.9135429
Kepler-335,2,6.562331,67.844469,0.075,0.356,2014,1278.97,296.0642944,45.4285986
Kepler-337,2,3.292781,9.693201,0.045,0.093,2014,677.975,290.0605123,47.1639533
Kepler-340,2,14.844387,22.824669,0.134,0.178,2014,808.762,295.933471,40.3005515
Kepler-343,2,8.96855,23.22182,0.088,0.167,2014,927.193,291.960662,42.4329567
Kepler-344,2,21.963945,125.596809,0.153,0.488,2014,1002.94,292.4996101,46.3243406
Kepler-345,2,7.415563,9.387427,0.066,0.077,2014,260.0,295.2288521,45.9710432
Kepler-346,2,6.511127,23.851549,0.071,0.168,2014,984.105,288.0119248,46.1176003
Kepler-348,2,7.05677,17.265427,0.076,0.138,2014,570.783,297.2550814,40.5483883
Kepler-349,2,5.929778,12.247629,0.065,0.105,2014,940.724,293.6764689,44.6155972
Kepler-353,2,5.795278,8.410894,0.051,0.065,2014,384.694,296.8565596,41.7580749
Kepler-355,2,11.03189,25.762294,0.102,0.179,2014,1432.17,285.7994917,42.8117427
Kepler-356,2,4.612696,13.121632,0.057,0.115,2014,707.559,292.4210998,37.6827919
Kepler-358,2,34.060467,83.488369,0.21,0.381,2014,1101.1,293.2302333,48.2813901
Kepler-36,2,13.86825,16.21865,0.11419,0.12692,2012,527.956,291.2501859,49.2318073
Kepler-360,2,3.289672,7.186434,0.044,0.075,2014,876.044,286.2847077,44.7815817
Kepler-361,2,8.486616,55.188023,0.086,0.3,2014,930.32,296.8034146,46.7411011
Kepler-362,2,10.327186,37.866281,0.087,0.207,2014,1090.51,291.771603,47.5299192
Kepler-364,2,25.745718,59.980627,0.178,0.312,2014,891.462,281.5699998,47.3986233
Kepler-365,2,10.664903,17.784129,0.098,0.137,2014,1038.99,295.626564,49.130411
Kepler-366,2,3.281959,12.51616,0.045,0.11,2014,1856.28,296.8520316,49.0844359
Kepler-367,2,37.815724,53.578637,0.201,0.253,2014,188.027,297.292558,49.9817499
Kepler-368,2,26.84768,72.379334,0.186,0.36,2014,770.978,291.880018,45.3878419
Kepler-369,2,2.732756,14.871572,0.03,0.094,2014,214.0,293.6743322,47.9084727
Kepler-370,2,4.57953,19.02293,0.054,0.14,2014,1167.94,292.1710683,40.9162381
Kepler-371,2,34.763278,67.968015,0.2,0.313,2014,813.192,292.3264835,38.6575441
Kepler-373,2,5.535309,16.725948,0.06,0.126,2014,1090.45,289.3879904,50.5970115
Kepler-375,2,12.125934,19.986326,0.101,0.141,2014,1238.81,288.6178715,48.0983639
Kepler-376,2,4.920199,14.172327,0.057,0.115,2014,923.067,291.6071451,38.4103192
Kepler-377,2,12.509529,27.014976,0.109,0.182,2014,823.804,295.4220717,38.7356737
Kepler-378,2,16.092361,28.906009,0.112,0.166,2014,152.094,294.9489697,46.4388673
Kepler-379,2,20.09838,62.784697,0.152,0.326,2014,731.274,295.7010981,38.9458209
Kepler-380,2,3.930821,7.630004,0.05,0.078,2014,813.713,282.3947017,48.7591334
Kepler-382,2,5.262155,12.162701,0.055,0.097,2014,935.446,299.1362435,45.8699582
Kepler-383,2,12.904532,31.200751,0.095,0.172,2014,470.0,291.3426078,38.3631616
Kepler-384,2,22.597053,45.348269,0.148,0.236,2014,895.678,286.0261113,44.7828571
Kepler-386,2,12.31043,25.193458,0.096,0.155,2014,882.462,289.8589165,48.6938077
Kepler-387,2,6.791636,11.837549,0.068,0.098,2014,801.052,287.7982699,45.6567655
Kepler-388,2,3.173315,13.297004,0.036,0.093,2014,425.0,284.8280577,44.6086451
Kepler-389,2,3.244107,14.51143,0.041,0.11,2014,816.559,291.9600082,44.9000587
Kepler-390,2,6.738088,13.060022,0.065,0.101,2014,435.277,291.6288086,41.2088351
Kepler-391,2,7.416755,20.485435,0.082,0.161,2014,869.236,290.6218844,51.0573453
Kepler-392,2,5.341853,10.423118,0.059,0.093,2014,681.428,288.660826,43.3681938
Kepler-393,2,9.182417,14.613612,0.091,0.124,2014,881.404,290.995205,45.192188
Kepler-395,2,7.054346,34.989262,0.061,0.177,2014,421.382,293.5111889,45.1366252
Kepler-396,2,42.994,88.505,0.24067,0.38946,2013,223.757,296.1328135,48.9773095
Kepler-397,2,22.250949,135.498527,0.144,0.48,2014,969.0,295.8940373,42.3805156
Kepler-400,2,9.024389,17.340824,0.087,0.134,2014,845.97,290.9444679,40.4800528
Kepler-404,2,11.829851,14.751166,0.102,0.118,2014,812.524,286.3985796,45.3435241
Kepler-405,2,10.613839,29.726682,0.095,0.188,2014,1065.08,291.4094615,38.3400107
Kepler-406,2,2.42629,4.62332,0.03599,0.05531,2014,364.03,291.8481764,44.9682807
Kepler-407,2,0.6693124,3000.0,0.01531,3.27090369,2014,338.368,286.0363025,49.6145027
Kepler-414,2,4.7,7.171,0.0543,0.07195,2014,413.46,297.9615616,48.2443363
Kepler-415,2,4.176,8.708,0.0426,0.0695,2014,530.487,293.8045041,38.6390517
Kepler-417,2,12.331,15.943,0.1006,0.1194,2014,973.989,293.8241813,42.779648
Kepler-418,2,12.21829987,86.67856,0.10632,0.39249,2014,1002.53,294.4335228,38.3554729
Kepler-419,2,69.7546,675.47,0.37,1.68,2014,1011.36,295.4179125,51.1847629
Kepler-424,2,3.3118644,223.3,0.044,0.73,2014,698.646,298.6249797,48.57745
Kepler-430,2,35.968,110.979,0.2244,0.4757,2015,917.477,292.8085984,49.5794242
Kepler-436,2,16.79713874,64.00205,0.11452,0.339,2015,588.867,301.7207775,44.4120856
Kepler-449,2,12.58242,33.6727,0.1027,0.1979,2015,241.949,293.732787,41.9006366
Kepler-462,2,84.6866,207.62,0.4172,0.7584,2016,596.625,299.8211502,43.8142793
Kepler-466,2,3.709213846,51.07926307,0.04658,0.26769,2016,530.122,295.6486585,48.4955191
Kepler-495,2,3.413036221,5.896609783,0.0427,0.0614,2016,658.924,285.9307362,39.0981201
Kepler-50,2,7.81254,9.37647,0.077,0.087,2012,250.11,288.1009312,50.0336844
Kepler-501,2,3.622760057,5.640677572,0.0467,0.0627,2016,1125.24,297.2014919,41.7301534
Kepler-511,2,26.62949944,296.637865,0.17177,0.85672,2016,651.999,282.9455384,47.5749181
Kepler-520,2,5.21104261,19.67416124,0.06035,0.14628,2016,623.901,293.1802903,41.6177408
Kepler-524,2,1.88897906,7.97419807,0.03046,0.07955,2016,1058.24,296.8591787,49.1620125
Kepler-534,2,7.378689766,15.95994513,0.0761,0.1272,2016,570.659,296.4185696,49.540148
Kepler-539,2,125.63243,1000.0,0.4988,2.42,2016,307.318,299.1224639,41.8667953
Kepler-553,2,4.030467,328.24017,0.04766,0.898,2016,728.525,298.5508922,48.3325405
Kepler-561,2,5.350161983,58.3620495,0.05947,0.29256,2016,621.378,293.7471107,45.1071981
Kepler-57,2,5.72,11.6,0.05988,0.09588,2012,644.14,293.6413146,44.6570692
Kepler-589,2,3.52466011,16.54964934,0.0426,0.1196,2016,612.803,280.6414331,47.7520581
Kepler-59,2,11.8681707,17.9801235,0.09943,0.13114,2012,1163.22,287.0394932,46.6401677
Kepler-595,2,12.38602,25.3029092,0.0983,0.1582,2016,643.009,294.5703593,50.6730147
Kepler-598,2,3.70175428,86.4945,0.04487,0.36672,2016,681.086,293.1234493,40.9348005
Kepler-605,2,2.358951515,3.383538066,0.03336,0.04244,2016,556.58,287.2954015,43.2798677
Kepler-607,2,0.638163204,39.67679977,0.0137,0.21507,2016,519.122,291.0571451,44.632306
Kepler-610,2,6.996926554,151.86392,0.0719,0.5594,2016,845.824,293.1713241,45.0655934
Kepler-625,2,4.1653651,7.75192492,0.05379,0.08137,2016,760.708,292.1504723,39.6375254
Kepler-633,2,8.50340718,23.78319931,0.08185,0.16246,2016,680.54,295.2173259,40.5921599
Kepler-647,2,16.2254649,29.6663,0.12237,0.18291,2016,1087.87,284.7882977,44.5916225
Kepler-653,2,0.900376476,14.70748976,0.01855,0.11945,2016,595.634,282.2130447,46.7177898
Kepler-656,2,1.260259094,5.25449393,0.02231,0.0602,2016,890.352,288.3278778,47.381538
Kepler-69,2,13.722341,242.4613,0.094,0.64,2013,730.625,293.2609013,44.8688656
Kepler-712,2,21.02247699,226.89047,0.13615,0.66479,2016,872.493,294.9096739,42.9351987
Kepler-716,2,3.96999,10.37168453,0.04548,0.08628,2016,635.009,290.3931809,43.3638577
Kepler-722,2,4.093573252,105.144749,0.0514,0.4471,2016,1239.5,290.2632874,44.5564051
Kepler-725,2,39.64372,207.541,0.2238,0.6744,2016,758.469,283.9774949,44.8115613
Kepler-730,2,2.85188338,6.491682808,0.03997,0.0694,2016,1935.04,285.5547895,45.578842
Kepler-732,2,0.893041236,9.467814048,0.0143,0.0691,2016,174.826,283.7317274,45.9585288
Kepler-750,2,4.08899022,9.42887179,0.05009,0.08742,2016,1296.02,289.0968274,44.004364
Kepler-755,2,1.269090374,2.853133644,0.02156,0.037,2016,399.034,296.8609348,41.0973178
Kepler-760,2,2.46697439,8.70419416,0.03489,0.08087,2016,792.336,287.5931997,44.1794278
Kepler-769,2,7.42608998,15.9870174,0.0778,0.1297,2016,1169.57,292.7130925,38.3581685
Kepler-783,2,4.29264638,7.05395,0.04958,0.06903,2016,516.09,291.0628615,47.484789
Kepler-784,2,17.157236,31.5922646,0.1309,0.22111,2016,1303.72,295.9206663,47.4486164
Kepler-799,2,15.19419956,133.4605235,0.1214,0.5167,2016,1509.084,287.1748966,44.8784754
Kepler-804,2,9.65185017,14.37457351,0.08654,0.11287,2016,649.65,293.3722109,44.7851812
Kepler-825,2,3.77360059,8.1818246,0.0453,0.0759,2016,807.85,294.769825,39.3984081
Kepler-864,2,2.42150341,5.83376092,0.0382,0.0687,2016,2022.9,285.0570943,46.3206074
Kepler-865,2,6.20920207,14.16399294,0.061,0.1057,2016,586.137,297.7242257,43.5272796
Kepler-87,2,114.73635,191.2318,0.481,0.676,2013,1232.9,297.9168433,46.9651146
Kepler-880,2,7.71468975,11.8061737,0.0915,0.1216,2016,601.324,281.9712347,43.6727839
Kepler-887,2,7.63846023,20.42228798,0.0801,0.15431,2016,886.588,290.0907893,39.8169085
Kepler-896,2,29.5422566,144.547396,0.1792,0.56378,2016,2334.93,282.4391402,43.7344291
Kepler-903,2,10.3507721,62.9228557,0.09081,0.30249,2016,1369.24,288.7710137,40.6641771
Kepler-913,2,5.939119816,10.29672521,0.0699,0.1009,2016,991.618,297.5830564,41.9523531
Kepler-920,2,6.53192704,100.8274113,0.065,0.4029,2016,1001.68,284.2969363,49.1585983
Kepler-937,2,67.668827,153.343364,0.3214,0.5545,2016,1571.46,294.1688142,46.7146161
Kepler-94,2,2.50806,820.3,0.03377,1.596806621,2014,191.904,281.1947316,47.4972606
Kepler-949,2,8.689307296,20.99757968,0.07739,0.1394,2016,486.105,298.6079128,46.45366
Kepler-953,2,9.10967112,88.40655258,0.0862,0.392,2016,258.893,288.9716297,44.6246451
Kepler-967,2,13.22713379,198.7112502,0.1027,0.6253,2016,568.546,286.5580128,38.4052418
Kepler-969,2,1.682934604,34.1731714,0.0265,0.19726,2016,390.354,288.3724989,47.9335642
Kepler-974,2,0.1768913,4.194496514,0.005,0.0419,2013,134.311,285.0131082,40.2209547
Kepler-975,2,1.970342457,5.05821338,0.02898,0.0567,2016,426.088,290.54851,38.4952415
Kepler-990,2,0.538354308,9.91723428,0.01232,0.08595,2016,802.163,297.9381813,46.8813194
LHS 1140,2,3.77794,24.73723,0.027,0.0946,2017,14.9861,11.248632,-15.2741085
LP 890-9,2,2.7299025,8.457463,0.01875,0.03984,2022,32.4298,64.1309096,-28.3157909
LTT 1445 A,2,3.1239035,5.35876,0.022,0.02661,2019,6.86929,45.4624781,-16.5944956
LTT 3780,2,0.76837931,12.252284,0.01195,0.0757,2020,21.9814,154.6449033,-11.717801
NN Ser,2,2883.5,5573.55,3.43,5.35,2010,515.818,238.2337015,12.9120871
OGLE-2006-BLG-109L,2,1788.5,4927.5,2.3,4.5,2008,1510.0,268.143792,-30.0877778
Pr0211,2,2.1461,4850.0,0.03176,5.5,2012,182.714,130.547744,19.276957
Proxima Cen,2,5.12338,11.18465,0.02881,0.04848,2016,1.30119,217.3934657,-62.6761821
TIC 139270665,2,23.624,1010.0,0.163,2.0,2024,189.875,124.0338967,33.2914532
TIC 279401253,2,76.8,155.3,0.369,0.591,2023,285.584,57.6572277,-15.0262251
TIC 434398831,2,3.685504,6.210291,0.04641,0.06572,2025,217.011,93.9592639,16.0238459
TOI-1052,2,9.139703,35.806,0.09103,0.2263,2023,129.804,337.5102738,-75.6465606
TOI-1062,2,4.11296,7.972,0.052,0.08,2021,82.1733,38.1209678,-78.0236828
TOI-1064,2,6.443868,12.226574,0.06152,0.09429,2022,68.0726,296.0039349,-47.5620305
TOI-1130,2,4.074554,8.3501898,0.0453,0.0731,2020,58.2609,286.3760037,-41.4376399
TOI-1238,2,0.764597,3.294736,0.0139,0.037,2022,70.7145,201.3823387,68.8360678
TOI-1272,2,3.31599,8.6811,0.0417,0.079,2022,137.572,199.1962036,49.8610591
TOI-1288,2,2.6998279,416.0,0.0374,1.07,2022,114.865,313.1670294,65.6087833
TOI-1294,2,3.915292,159.9,0.051,0.61,2024,332.648,223.0926408,70.4765573
TOI-1338 A,2,95.4001,215.79,0.4607,0.794,2020,399.017,92.1330955,-59.5409853
TOI-1347,2,0.84742346,4.841962,0.0171,0.0546,2024,147.476,280.3266806,70.2900536
TOI-1386,2,25.8401,232.0,0.173,0.75,2024,146.858,334.5041029,54.3190454
TOI-1408,2,2.1664,4.42587,0.03587,0.05778,2023,139.484,313.5110469,72.5806455
TOI-1410,2,1.21687,47.56,0.0207,0.239,2024,72.7512,334.8828486,42.5603141
TOI-1468,2,1.8805201,15.532477,0.02107,0.08608,2022,24.7399,16.6538724,19.2249195
TOI-1470,2,2.527093,18.08816,0.0285,0.106,2023,51.9503,10.0891431,61.2133868
TOI-1669,2,2.6800535,500.0,0.0376,1.27,2023,111.276,45.9564744,83.5874273
TOI-1670,2,10.98462,40.74976,0.103,0.249,2022,168.067,259.0172522,72.1611806
TOI-1694,2,3.770107,393.1,0.045,0.1,2023,124.68,97.7487104,66.3605956
TOI-1736,2,7.073076,571.25,0.073,1.37,2023,88.9482,43.4344615,69.101345
TOI-1782,2,1.829024227,4.987641028,0.025739,0.05024,2024,95.2649,213.0787718,74.4117909
TOI-1798,2,0.437811822,8.021522331,0.010789,0.074984,2024,113.181,211.0939367,46.5192825
TOI-1803,2,6.293287,12.885779,0.06,0.097,2025,119.24,178.0461054,35.1718001
TOI-1836,2,1.7727471,20.380799,0.03089,0.1597,2024,191.649,245.9079242,54.6900774
TOI-199,2,104.854,273.69,0.4254,0.807,2023,102.27,80.1058735,-59.8954326
TOI-2000,2,3.09833,9.127055,0.04271,0.0878,2023,175.713,146.3970631,-66.6866307
TOI-201,2,52.977946,2800.0,0.3026,4.28,2021,113.825,87.4017825,-54.910423
TOI-2015,2,3.348237,5.582796,0.029322,0.041232,2023,47.3444,232.1326528,27.361073
TOI-2095,2,17.66484,28.17232,0.101,0.137,2023,41.9176,285.6365235,75.4185135
TOI-2096,2,3.1190633,6.38784,0.025,0.04,2023,48.4809,151.6186989,74.8272107
TOI-2134,2,9.2292005,95.5,0.078,0.371,2023,22.6202,271.9355015,39.0729269
TOI-216,2,17.16073,34.525528,0.1293,0.2069,2019,177.945,73.9800129,-63.2603301
TOI-2202,2,11.9126075,24.6744,0.09564,0.15544,2021,235.933,51.2284214,-73.9575458
TOI-2295,2,30.033302,966.5,0.1992,2.018,2024,126.279,281.5761962,50.4924657
TOI-238,2,1.273114,8.465651,0.0212,0.0749,2024,80.5407,349.2310814,-18.6066463
TOI-2458,2,3.73659,16.553,0.0482,0.129,2024,112.958,79.621529,1.253439
TOI-2525,2,23.2856,49.2519,0.1511,0.249,2023,395.398,86.8509737,-60.5213081
TOI-2537,2,94.1022,1920.0,0.3715,2.78,2024,184.986,54.3882661,10.0577464
TOI-286,2,4.5117244,39.361826,0.0503,0.213,2024,59.2293,90.9842762,-60.6663348
TOI-406,2,3.307441,13.175682,0.0322,0.0809,2024,31.0597,49.2626428,-42.2441492
TOI-421,2,5.197576,16.067541,0.0554,0.117,2020,74.7969,81.8532824,-14.2767404
TOI-4342,2,5.5382498,10.688716,0.05251,0.0814,2023,61.5204,324.3894196,-77.9791468
TOI-4562,2,225.1064,3990.0,0.768,5.219,2023,339.605,112.0100593,-63.5177788
TOI-4600,2,82.6869,482.8191,0.349,1.152,2023,216.056,258.4503674,64.5661727
TOI-5126,2,5.4588385,17.8999,0.06519,0.1439,2023,160.414,151.6597827,18.6340631
TOI-5398,2,4.77271,10.590547,0.057,0.098,2022,130.855,161.8795569,36.3294345
TOI-6054,2,7.492991423,12.574998029,0.078513,0.110878,2024,79.407,56.337007,60.350917
TOI-6695,2,80.389,242.4,0.402,0.838,2025,282.536,129.5720221,-23.550217
TOI-763,2,5.6057,12.2737,0.06,0.1011,2020,95.1274,194.468098,-39.7580613
TOI-771,2,2.3260155,7.61,0.0208,0.046,2024,25.2788,164.1138903,-72.9851736
TOI-776,2,8.24662,15.665323,0.0653,0.1001,2020,27.1701,178.577997,-37.5533568
TOI-815,2,11.197259,34.976145,0.0903,0.193,2024,59.7117,155.8719377,-43.8349248
TOI-836,2,3.81673,8.59545,0.0422,0.075,2023,27.5024,225.0798831,-24.4542022
TOI-904,2,10.8772,83.9997,0.056,0.312,2023,46.0891,89.3712733,-83.1297264
TOI-942,2,4.32421,10.156272,0.04866,0.08598,2020,152.601,76.6496172,-20.2456126
TOI-969,2,1.8237305,1700.0,0.02636,2.52,2022,77.2554,115.1366858,2.0985879
TYC 1422-614-1,2,198.4,559.3,0.69,1.37,2014,672.41,154.2777769,19.5584068
WASP-148,2,8.803809,34.524,0.08215,0.2044,2020,246.353,254.1305022,44.3025361
WASP-18,2,0.94145223,2.1558,0.02024,0.035,2009,123.483,24.3544618,-45.6777937
WASP-41,2,3.0524,421.0,0.04022,1.07,2012,163.371,190.6188034,-30.6398176
WASP-8,2,8.15872,4323.0,0.0801,5.28,2010,89.9606,359.9008737,-35.0313349
WASP-84,2,1.4468849,8.52349648,0.02359,0.0778,2014,100.588,131.1069959,1.8598933
XO-2 S,2,18.157,120.8,0.13,0.4756,2014,151.398,117.0309753,50.2169068
bet Pic,2,1192.77951,8617.50952,2.68,10.018,2008,19.7442,86.8212337,-51.066148
gam Lib,2,414.88,966.49,1.319,2.318,2018,47.4017,233.8818636,-14.789502
iot Dra,2,510.8544,25000.0,1.453,19.4,2002,31.32832,231.2323227,58.9661403
nu Oph,2,529.93,3180.6,1.765,5.829,2012,46.2107,269.7566013,-9.7741342
11 Com,1,323.21,323.21,1.178,1.178,2007,93.1846,185.1787793,17.7932516
11 UMi,1,516.21997,516.21997,1.53,1.53,2009,125.321,229.2745954,71.8239428
14 And,1,186.76,186.76,0.775,0.775,2008,75.4392,352.82415,39.2358367
16 Cyg B,1,798.5,798.5,1.66,1.66,1996,21.1397,295.4656422,50.5168243
17 Sco,1,578.38,578.38,1.45,1.45,2020,124.953,243.4620874,-11.8377905
18 Del,1,982.85,982.85,2.476,2.476,2008,76.222,314.6078375,10.8391378
24 Boo,1,30.33,30.33,0.194,0.194,2018,95.9863,217.1555242,49.8446488
2MASS J19383260+4603591,1,406.0,406.0,0.92,0.92,2015,396.332,294.6359173,46.0664076
30 Ari B,1,335.10001,335.10001,0.99,0.99,2009,44.657,39.2412736,24.6480103
4 UMa,1,270.27,270.27,0.877,0.877,2006,73.4603,130.0528099,64.3280504
51 Eri,1,11688.0,11688.0,13.2,13.2,2015,29.7575,69.4007424,-2.4738245
51 Peg,1,4.230785,4.230785,0.0527,0.0527,1995,15.4614,344.3675399,20.7690958
6 Lyn,1,919.86,919.86,2.028,2.028,2008,54.6599,97.6960311,58.1611753
70 Vir,1,116.688,116.688,0.481,0.481,1996,17.9011,202.1064898,13.7763085
8 UMi,1,93.4,93.4,0.49,0.49,2015,162.552,224.201685,74.9009379
81 Cet,1,1005.57,1005.57,2.104,2.104,2008,101.26,39.4243555,-3.3963607
91 Aqr,1,181.4,181.4,0.7,0.7,2013,44.0304,348.9745031,-9.0878076
AF Lep,1,8030.0,8030.0,8.4,8.4,2023,26.8564,81.7699216,-11.9011752
AT2021ueyL,1,4168.69,4168.69,4.01,4.01,2025,1040.0,324.5450417,26.4665694
BD+03 2562,1,481.9,481.9,1.3,1.3,2017,1070.63,177.5647268,2.7601075
BD+14 4559,1,268.94,268.94,0.78,0.78,2009,49.352,318.4010002,14.6893834
BD+15 2375,1,153.22,153.22,0.576,0.576,2016,768.045,176.4820239,14.6163182
BD+15 2940,1,137.48,137.48,0.539,0.539,2013,426.42,240.09564,15.5467507
BD+20 274,1,578.2,578.2,1.3,1.3,2012,1322.51,25.9203179,21.0052692
BD+20 594,1,41.6855,41.6855,0.241,0.241,2016,179.461,53.6511231,20.5990205
BD+45 564,1,307.88,307.88,0.83,0.83,2021,53.622,32.9470485,45.9242187
BD+48 738,1,392.6,392.6,1.0,1.0,2011,871.493,40.7102869,49.5869395
BD+48 740,1,733.0,733.0,1.7,1.7,2018,666.589,40.7425426,48.9300579
BD+49 828,1,2590.0,2590.0,4.2,4.2,2015,442.042,45.6406187,49.7299481
BD+55 362,1,265.59,265.59,0.78,0.78,2021,52.5697,23.9636676,56.6982282
BD+63 1405,1,1198.48,1198.48,2.06,2.06,2021,38.0473,271.3979337,63.6700064
BD-10 3166,1,3.48777,3.48777,0.04,0.04,2000,84.4069,164.6191243,-10.7704227
BD-13 2130,1,714.29999,714.29999,1.66,1.66,2007,925.214,114.2884692,-13.9066703
BD-14 3065 A,1,4.2889731,4.2889731,0.0656,0.0656,2024,589.423,153.6696689,-15.6428372
BD-17 63,1,655.57,655.57,1.34,1.34,2008,34.4603,7.1413494,-16.2273254
CD Cet,1,2.2907,2.2907,0.0185,0.0185,2020,8.60715,48.3530155,4.7751881
CFBDSIR J145829+101343,1,10037.5,10037.5,2.6,2.6,2011,23.1,224.6208333,10.2286111
CFHTWIR-Oph 98 A,1,8040000.0,8040000.0,200.0,200.0,2021,,246.934277,-23.98115
CI Tau,1,25.2,25.2,0.17,0.17,2024,157.998,68.4667685,22.8416192
COCONUTS-2 A,1,402000000.0,402000000.0,7506.0,7506.0,2021,10.8864,117.300914,-76.702696
CoRoT-1,1,1.5089557,1.5089557,0.02752,0.02752,2008,787.909,102.0798591,-3.1021394
CoRoT-10,1,13.2406,13.2406,0.1055,0.1055,2010,338.386,291.0636813,0.7460143
CoRoT-11,1,2.99433,2.99433,0.0436,0.0436,2010,655.037,280.6872998,5.9376586
CoRoT-12,1,2.828042,2.828042,0.04016,0.04016,2010,1126.37,100.7656871,-1.2964437
CoRoT-13,1,4.03519,4.03519,0.051,0.051,2010,1148.93,102.7211432,-5.0864557
CoRoT-14,1,1.51214,1.51214,0.027,0.027,2010,1744.6,103.4242023,-5.5360385
CoRoT-16,1,5.35227,5.35227,0.0618,0.0618,2011,732.409,278.5246658,-6.0026026
CoRoT-17,1,3.7681,3.7681,0.0461,0.0461,2011,1176.12,278.699236,-6.612288
CoRoT-18,1,1.9000693,1.9000693,0.0295,0.0295,2011,764.889,98.1724172,-0.0316045
CoRoT-19,1,3.89713,3.89713,0.0518,0.0518,2011,790.663,97.0335983,-0.1707293
CoRoT-2,1,1.7429935,1.7429935,0.02798,0.02798,2008,213.283,291.7770457,1.3836634
CoRoT-21,1,2.72474,2.72474,0.0417,0.0417,2012,1398.83419686,101.0526207,-0.2991544
CoRoT-22,1,9.75598,9.75598,0.092,0.092,2014,627.158,280.6671392,6.2191669
CoRoT-23,1,3.6313,3.6313,0.048,0.048,2011,1060.97,279.7826586,4.3577516
CoRoT-25,1,4.86069,4.86069,0.0578,0.0578,2013,1103.48,280.6296561,6.5138223
CoRoT-26,1,4.20474,4.20474,0.0526,0.0526,2013,1045.18,279.7504991,6.9697828
CoRoT-27,1,3.57532,3.57532,0.0476,0.0476,2014,1010.28,278.4958319,5.5383811
CoRoT-28,1,5.20851,5.20851,0.0603,0.0603,2015,766.183,278.6883216,5.5736911
CoRoT-29,1,2.85057,2.85057,0.0386,0.0386,2015,806.507,278.9020691,6.4795703
CoRoT-3,1,4.2568,4.2568,0.05783,0.05783,2008,768.771,292.0552827,0.1218359
CoRoT-30,1,9.06005,9.06005,0.0844,0.0844,2020,1032.23,277.6011767,6.8359338
CoRoT-31,1,4.62941,4.62941,0.0586,0.0586,2020,2005.76,94.820735,-4.4222978
CoRoT-32,1,6.71837,6.71837,0.071,0.071,2018,576.683,100.1951714,9.2573953
CoRoT-35,1,3.22748,3.22748,0.0429,0.0429,2022,1123.21,289.3143526,-2.7747085
CoRoT-36,1,5.616531,5.616531,0.066,0.066,2022,925.958,277.7510149,7.1833465
CoRoT-4,1,9.20205,9.20205,0.09,0.09,2008,726.412,102.1946233,-0.6727861
